Year,Gender,Place,Team,Finish Time
2022,M,1,Phi Kappa Psi,02:30.9
2022,M,2,Black Key Bulls,02:32.1
2022,M,3,Cutters,02:33.7
2022,M,4,Gray Goat,02:34.5
2022,M,5,Sigma Phi Epsilon,02:34.7
2022,M,6,Bears,02:34.9
2022,M,7,Phi Gamma Delta,02:36.3
2022,M,8,Phi Delta Theta,02:37.4
2022,M,9,JetBlach,02:38.4
2022,M,10,Beta Sigma Psi,02:39.3
2022,M,11,Chi Alpha,02:40.4
2022,M,12,Forest Cycling,02:40.8
2022,M,13,Delta Sigma Pi,02:41.6
2022,M,14,Sigma Alpha Epsilon,02:42.3
2022,M,15,Alpha Sigma Phi,02:42.7
2022,M,16,Lamda Chi Alpha,02:42.8
2022,M,17,CSF Cycling Men,02:43.9
2022,M,18,IUDM Cycling,02:44.1
2022,M,19,Beta Theta Pi,02:45.9
2022,M,20,Alpha Kappa Psi,02:46.0
2022,M,21,3PH Cycling,02:47.0
2022,M,22,Evan's Scholars,02:47.3
2022,M,23,Wild Aces Cycling,02:47.5
2022,M,24,Delta Upsilon,02:47.9
2022,M,25,Pi Kappa Alpha,02:48.8
2022,M,26,Sigma Chi,02:49.5
2022,M,27,Ghost Cycling,02:50.4
2022,M,28,Phi Gamma Nu Men,02:50.7
2022,M,29,Army Cycling,02:50.8
2022,M,30,Novus Cycling,02:52.3
2022,M,31,Phi Sigma Kappa,02:54.8
2022,M,32,Sigma Nu,03:00.3
2022,M,33,McNutt,03:01.9
2022,M,34,NEH Cycling,DNF
2022,F,1,Kappa Alpha Theta,02:55.1
2022,F,2,Alpha Chi Omega,02:56.8
2022,F,3,Theta Phi Alpha,02:57.9
2022,F,4,SKI,02:59.8
2022,F,5,Kappa Kappa Gamma,03:01.4
2022,F,6,Cru Cycling,03:03.6
2022,F,7,Kappa Delta,03:03.6
2022,F,8,Teter,03:04.8
2022,F,9,CSF Cycling,03:05.7
2022,F,10,Delta Gamma,03:05.8
2022,F,11,Alpha Gamma Delta,03:05.9
2022,F,12,Phi Gamma Nu,03:09.3
2022,F,13,Melanzana Cycling,03:11.5
2022,F,14,Independent Council Cycling,03:15.6
2022,F,15,RideOn Cycling,03:15.7
2022,F,16,Delta Zeta,03:16.1
2022,F,17,Sigma Kappa,03:17.4
2022,F,18,Alpha Omicron Pi,03:18.4
2022,F,19,Alpha Delta Pi,03:21.6
2022,F,20,Phi Mu,03:25.8
2022,F,21,Sigma Delta Tau,03:52.7
2022,F,22,Alpha Epsilon Phi,04:03.2
2019,F,1,SKI,02:39.21
2019,F,2,Teter,02:42.90
2019,F,3,Delta Gamma,02:45.71
2019,F,4,Cru,02:46.31
2019,F,5,Alpha Xi Delta,02:47.62
2019,F,6,CSF,02:50.74
2019,F,7,Alpha Gamma Delta,02:51.91
2019,F,8,Alpha Delta Pi,02:52.99
2019,F,9,Alpha Chi Omega,02:55.33
2019,F,10,Kappa Delta,02:56.13
2019,F,11,Kappa Alpha Theta,02:57.08
2019,F,12,Zeta Tau Alpha,02:57.68
2019,F,13,Alpha Omicron Pi,02:59.59
2019,F,14,Phi Mu,02:59.63
2019,F,15,Phi Gamma Nu,03:00.82
2019,F,16,Delta Sigma Pi,03:00.89
2019,F,17,Theta Phi Alpha,03:01.64
2019,F,18,RideOn,03:02.02
2019,F,19,Alpha Kappa Psi,03:02.77
2019,F,20,Alpha Sigma Alpha,03:02.99
2019,F,21,Independent Council,03:03.94
2019,F,22,Godspeed,03:04.68
2019,F,23,Gamma Phi Beta,03:06.85
2019,F,24,Kappa Kappa Gamma,03:07.08
2019,F,25,Sigma Kappa,03:09.51
2019,F,26,Nursing,03:10.07
2019,F,27,Delta Phi Epsilon,03:20.22
2019,F,28,Camp Kesem,03:21.35
2019,F,29,Sigma Delta Tau,03:26.68
2019,F,30,Pi Beta Phi,03:56.83
2019,F,31,Alpha Epsilon Phi,04:26.65
2019,F,32,Melanzana****,02:49.74
2019,M,1,Cutters,02:23.30
2019,M,2,Phi Kappa Psi,02:29.86
2019,M,3,Phi Delta Theta,02:30.65
2019,M,4,Forest Cycling,02:31.15
2019,M,5,Black Key Bulls,02:31.67
2019,M,6,Sigma Phi Epsilon,02:32.82
2019,M,7,Theta Chi,02:33.47
2019,M,8,Godspeed,02:33.68
2019,M,9,Gafombi,02:34.37
2019,M,10,Sigma Chi,02:34.43
2019,M,11,NEH Cycling,02:35.19
2019,M,12,Bears,02:35.22
2019,M,13,Phi Gamma Delta,02:36.26
2019,M,14,Jetblach,02:36.62
2019,M,15,Acacia,02:36.98
2019,M,16,Delta Sigma Pi,02:37.31
2019,M,17,Alpha Kappa Lambda,02:38.13
2019,M,18,Chi Alpha,02:38.27
2019,M,19,Phi Kappa Tau,02:38.31
2019,M,20,CSF,02:40.31
2019,M,21,3PH,02:40.56
2019,M,22,Alpha Sigma Phi,02:41.05
2019,M,23,Phi Gamma Nu,02:42.14
2019,M,24,Gray Goat,02:43.26
2019,M,25,Delta Upsilon,02:43.41
2019,M,26,Beta Sigma Psi,02:43.93
2019,M,27,Phi Kappa Sigma,02:44.87
2019,M,28,Sigma Alpha Epsilon,02:45.27
2019,M,29,Evans Scholars,02:45.43
2019,M,30,Pi Lambda Phi,02:45.87
2019,M,31,Pi Kappa Alpha,02:46.95
2019,M,32,Delta Chi,02:50.24
2019,M,33,Black Ice,03:02.74
2018,M,1,Cutters,02:34.973
2018,M,2,Kappa Sigma,02:35.052
2018,M,3,Sigma Alpha Epsilon,02:37.798
2018,M,4,Sigma Phi Epsilon,02:39.377
2018,M,5,Pi Lambda Phi,02:39.491
2018,M,6,Phi Gamma Delta,02:39.638
2018,M,7,Sigma Chi,02:40.100
2018,M,8,Black Key Bulls,02:41.349
2018,M,9,Forest Cycling,02:43.436
2018,M,10,Chi Alpha,02:43.779
2018,M,11,Delta Chi,02:43.785
2018,M,12,Phi Kappa Psi,02:43.881
2018,M,13,Alpha Epsilon Pi,02:44.571
2018,M,14,Gray Goat,02:45.114
2018,M,15,Phi Delta Theta,02:45.297
2018,M,16,Bears,02:45.625
2018,M,17,Alpha Sigma Phi,02:45.702
2018,M,18,Pi Kappa Alpha,02:46.818
2018,M,19,Young Pioneers,02:46.983
2018,M,20,3PH,02:47.701
2018,M,21,Beta Theta Pi,02:48.269
2018,M,22,Lambda Chi Alpha,02:48.897
2018,M,23,Alpha Kappa Lambda,02:48.935
2018,M,24,Black Ice,02:49.716
2018,M,25,CSF,02:49.839
2018,M,26,Evans Scholars,02:51.033
2018,M,27,Acacia,02:51.457
2018,M,28,Delta Sigma Phi,02:53.483
2018,M,29,Delta Upsilon,02:55.262
2018,M,30,Jetblach,02:56.229
2018,M,31,Beta Sigma Psi,02:56.997
2018,M,32,Phi Sigma Kappa,02:58.424
2018,M,33,Theta Chi,02:58.685
2018,M,0,Cru,02:59.211
2018,M,0,Phi Kappa Sigma,03:00.816
2018,M,0,Phi Kappa Tau,03:01.021
2018,M,0,Delta Sigma Pi,03:01.462
2018,M,0,Sigma Pi,03:03.761
2018,F,1,Delta Gamma,02:51.359
2018,F,2,Kappa Alpha Theta,02:57.661
2018,F,3,Alpha Gamma Delta,02:58.694
2018,F,4,Alpha Chi Omega,03:00.349
2018,F,5,Teter,03:00.452
2018,F,6,Phi Mu,03:03.442
2018,F,7,Theta Phi Alpha,03:03.517
2018,F,8,Alpha Omicron Pi,03:03.914
2018,F,9,Alpha Xi Delta,03:08.331
2018,F,10,Ski,03:09.918
2018,F,11,RideOn,03:10.560
2018,F,12,Independent Council,03:11.581
2018,F,13,Alpha Sigma Alpha,03:12.923
2018,F,14,Delta Phi Epsilon,03:14.754
2018,F,15,Delta Sigma Pi,03:15.856
2018,F,16,Chi Omega,03:16.509
2018,F,17,Sigma Kappa,03:17.163
2018,F,18,Phi Gamma Nu,03:17.192
2018,F,19,Cru,03:17.338
2018,F,20,CSF,03:17.870
2018,F,21,Centipedal Force,03:18.479
2018,F,22,Alpha Delta Pi,03:19.499
2018,F,23,Melanzana,03:21.515
2018,F,24,Kappa Delta,03:22.572
2018,F,25,Gamma Phi Beta,03:26.685
2018,F,26,Delta Zeta,03:26.841
2018,F,27,Kappa Kappa Gamma,03:30.460
2018,F,28,Alpha Phi,03:31.115
2018,F,29,IU Nursing,03:34.206
2018,F,30,Camp Kesem,03:35.195
2018,F,31,Sigma Delta Tau,03:47.174
2018,F,32,Alpha Epsilon Phi,04:10.178
2017,M,1,Sigma Alpha Epsilon,02:22.580
2017,M,2,Beta Theta Pi,02:24.005
2017,M,3,Cutters,02:24.122
2017,M,4,Forest Cycling,02:24.943
2017,M,5,Sigma Phi Epsilon,02:25.141
2017,M,6,Sigma Chi,02:25.905
2017,M,7,Lambda Chi Alpha,02:26.133
2017,M,8,Black Key Bulls,02:26.451
2017,M,9,3PH,02:27.042
2017,M,10,JETBLACH,02:27.312
2017,M,11,Bears,02:27.596
2017,M,12,CSF Cycling (M),02:29.591
2017,M,13,Phi Sigma Kappa,02:29.742
2017,M,14,Phi Gamma Delta,02:29.963
2017,M,15,Gray Goat,02:30.124
2017,M,16,Tau Kappa Epsilon,02:31.762
2017,M,17,Pi Kappa Alpha,02:31.887
2017,M,18,Alpha Sigma Phi,02:32.083
2017,M,19,Kappa Sigma,02:32.469
2017,M,20,Theta Chi,02:32.638
2017,M,21,Acacia,02:32.723
2017,M,22,Phi Delta Theta,02:33.102
2017,M,23,Sigma Nu,02:33.818
2017,M,24,Sigma Alpha Mu,02:34.166
2017,M,25,Alpha Epsilon Pi,02:34.283
2017,M,26,Sigma Pi,02:35.884
2017,M,27,Evans Scholars,02:36.252
2017,M,28,Delta Sigma Pi (M),02:36.287
2017,M,29,Black Ice Cycling,02:37.638
2017,M,30,Delta Chi,02:37.978
2017,M,31,Pi Lambda Phi,02:37.979
2017,M,32,Beta Sigma Psi,02:38.084
2017,M,33,Young Life Cycling (M),02:39.510
2017,F,1,Delta Gamma,02:33.308
2017,F,2,Kappa Alpha Theta,02:37.368
2017,F,3,Alpha Omicron Pi,02:39.083
2017,F,4,SKI,02:42.768
2017,F,5,Alpha Chi Omega,02:43.980
2017,F,6,Cru Cycling (W),02:44.960
2017,F,7,Teter,02:44.985
2017,F,8,Alpha Sigma Alpha,02:45.410
2017,F,9,RideOn,02:46.861
